Epoch,Training Loss,Validation MRR,Learning Rate
1,43770.123081144215,0,0.001
2,25553.553763174525,0,0.001
3,18480.912293263817,0,0.001
4,15645.848796010789,0,0.001
5,13640.509299787238,0,0.001
6,12024.96302126332,0,0.001
7,10524.546908162925,0,0.001
8,9237.672407059363,0,0.001
9,8127.483951893569,0,0.001
10,7088.794085788337,0,0.001
11,6288.217710601222,0,0.001
12,5571.478307088651,0,0.001
13,5058.518187977636,0,0.001
14,4596.663733095804,0,0.001
15,4304.57634776997,0,0.001
16,3992.792499355755,0,0.001
17,3706.2656736064846,0,0.001
18,3432.505025541015,0,0.001
19,3292.8137742348094,0,0.001
20,3114.921040231655,0,0.001
21,3019.3471896493893,0.2850283086299896,0.001
22,2899.7293092796376,0.2850283086299896,0.001
23,2875.246800381071,0.2850283086299896,0.001
24,2814.8742664669803,0.2850283086299896,0.001
25,2744.355889318069,0.2850283086299896,0.001
26,2670.0176702608333,0.2850283086299896,0.001
27,2598.3328619139684,0.2850283086299896,0.001
28,2607.428650070761,0.2850283086299896,0.001
29,2580.4838420513197,0.2850283086299896,0.001
30,2448.8440841996903,0.2850283086299896,0.001
31,2514.351591845609,0.2850283086299896,0.001
32,2490.165930955629,0.2850283086299896,0.001
33,2494.0968674927753,0.2850283086299896,0.001
34,2414.0080181558606,0.2850283086299896,0.001
35,2386.6221132927762,0.2850283086299896,0.001
36,2391.557416572342,0.2850283086299896,0.001
37,2332.9007558307862,0.2850283086299896,0.001
38,2374.5386936208733,0.2850283086299896,0.001
39,2369.8950762285012,0.2850283086299896,0.001
40,2350.4588437157468,0.2850283086299896,0.001
41,2347.4851190631066,0.33304354548454285,0.001
42,2316.62047933731,0.33304354548454285,0.001
43,2336.0280630233297,0.33304354548454285,0.001
44,2311.3063076698368,0.33304354548454285,0.001
45,2330.616878995587,0.33304354548454285,0.001
46,2281.2872081584323,0.33304354548454285,0.001
47,2277.0325153203853,0.33304354548454285,0.001
48,2287.6619694168257,0.33304354548454285,0.001
49,2252.590665219703,0.33304354548454285,0.001
50,2332.898259378033,0.33304354548454285,0.001
51,2288.194288634108,0.33304354548454285,0.001
52,2308.70024356628,0.33304354548454285,0.001
53,2244.319132303726,0.33304354548454285,0.001
54,2271.423057789459,0.33304354548454285,0.001
55,2244.196929525783,0.33304354548454285,0.001
56,2217.1207819152255,0.33304354548454285,0.001
57,2271.46934162752,0.33304354548454285,0.001
58,2276.225641565488,0.33304354548454285,0.001
59,2288.914583376858,0.33304354548454285,0.001
60,2225.3431480146196,0.33304354548454285,0.001
61,2239.6541279375315,0.31560206413269043,0.001
62,2238.140889235972,0.31560206413269043,0.001
63,2212.203075450851,0.31560206413269043,0.001
64,2293.7853670901136,0.31560206413269043,0.001
65,2233.72731339665,0.31560206413269043,0.001
66,2255.932310718632,0.31560206413269043,0.001
67,2203.7325199544953,0.31560206413269043,0.001
68,2229.671342277237,0.31560206413269043,0.001
69,2247.25930305382,0.31560206413269043,0.001
70,2225.436775466016,0.31560206413269043,0.001
71,2266.528475686338,0.31560206413269043,0.001
72,2207.64001167525,0.31560206413269043,0.001
73,2243.197948145923,0.31560206413269043,0.001
74,2196.1720023140138,0.31560206413269043,0.001
75,2197.2933449519305,0.31560206413269043,0.001
76,2221.5571834769576,0.31560206413269043,0.001
77,2236.4756987854876,0.31560206413269043,0.001
78,2235.355489805492,0.31560206413269043,0.001
79,2202.9062899154596,0.31560206413269043,0.001
80,2226.8955250093754,0.31560206413269043,0.001
81,2204.9195055013106,0.32736721634864807,0.001
82,2219.4576612559536,0.32736721634864807,0.001
83,2221.022386060378,0.32736721634864807,0.001
84,2234.4018114615333,0.32736721634864807,0.001
85,2200.0529986948595,0.32736721634864807,0.001
86,2165.6650775558146,0.32736721634864807,0.001
87,2231.727543241976,0.32736721634864807,0.001
88,2194.29799348965,0.32736721634864807,0.001
89,2214.2755931370502,0.32736721634864807,0.001
90,2182.17164821268,0.32736721634864807,0.001
91,2225.3719905684115,0.32736721634864807,0.001
92,2193.1881933994264,0.32736721634864807,0.001
93,2212.067635986039,0.32736721634864807,0.001
94,2180.691126556229,0.32736721634864807,0.001
95,2180.8633204009993,0.32736721634864807,0.001
96,2224.7994362849668,0.32736721634864807,0.001
97,2178.301737100158,0.32736721634864807,0.001
98,2237.9120982777936,0.32736721634864807,0.001
99,2148.7618376341024,0.32736721634864807,0.001
100,2217.5885139209436,0.32736721634864807,0.001
101,2169.6027796387853,0.324947714805603,0.001
102,2221.4609932504522,0.324947714805603,0.001
103,2168.266455113191,0.324947714805603,0.001
104,2205.563778046204,0.324947714805603,0.001
105,2165.7009843333644,0.324947714805603,0.001
106,2199.0259202633424,0.324947714805603,0.001
107,2171.1286453745556,0.324947714805603,0.001
108,2169.849869954279,0.324947714805603,0.001
109,2220.5900485904417,0.324947714805603,0.001
110,2150.0772238872605,0.324947714805603,0.001
111,2225.6415022319507,0.324947714805603,0.001
